new_id,prob
939,0.29666
943,0.01742
944,0.99409
945,0.99437
947,0.02217
948,0.98617
949,0.8051
950,0.99817
952,0.00982
954,0.99286
957,0.21968
961,0.96369
970,0.82444
971,0.97958
972,0.00763
974,0.56323
975,0.98226
981,0.32292
983,0.91642
984,0.99543
990,0.27223
998,0.98225
999,0.0232
1000,0.00224
1001,0.00285
1002,0.55739
1003,0.00834
1004,0.08488
1008,0.37605
1009,0.98154
1011,0.02903
1014,0.32987
1017,0.61347
1020,0.93653
1022,0.07448
1024,0.94116
1025,0.06067
1028,0.03878
1029,0.16463
1030,0.99997
1035,0.01358
1036,0.98492
1037,0.01661
1038,0.77478
1039,0.01158
1040,0.99812
1041,0.83301
1044,0.26379
1046,0.0655
1048,0.91079
1051,0.55727
1052,0.01615
1053,0.58596
1054,0.99252
1056,0.00709
1057,0.23367
1059,0.84748
1063,0.67675
1064,0.98279
1066,0.57128
1067,0.0046
1068,0.97733
1071,0.60252
1072,0.05441
1073,0.022
1075,0.13726
1076,0.0257
1080,0.99882
1081,0.71015
1082,0.99427
1084,0.78463
1085,0.02815
1089,0.99192
1090,0.00202
1092,0.16097
1093,0.29933
1096,0.99523
1097,0.00165
1099,0.00535
1100,0.98382
1105,0.42908
1108,0.908
1109,0.05391
1110,0.8313
1111,0.09131
1112,0.92492
1114,0.84777
1115,0.17438
1117,0.84858
1118,0.71853
1119,0.67222
1122,0.93388
1128,0.78318
1129,0.29455
1130,0.00374
1136,0.28588
1137,0.03297
1138,0.04639
1140,0.9743
1143,0.1024
1145,0.72826
1147,0.11584
1148,0.01962
1151,0.74988
1153,0.02556
1154,0.9975
1155,0.36372
1159,0.00044
1160,0.50251
1162,0.87535
1165,0.00131
1167,0.99344
1171,0.07513
1174,0.02029
1175,0.76628
1178,0.06061
1179,0.04872
1185,0.98577
1186,0.99491
1188,0.98758
1190,0.82505
1191,0.0034
1193,0.59196
1198,0.00565
1201,0.12844
1204,0.42779
1206,0.99912
1207,0.3279
1209,0.05266
1212,0.71936
1214,0.0875
1216,0.91465
1220,0.93004
1224,0.9392
1225,0.04834
1226,0.98017
1227,0.00227
1228,0.02197
1229,0.26311
1231,0.98817
1233,0.95355
1235,0.99995
1236,0.09359
1238,0.0291
1241,0.20549
1243,0.0001
1244,0.99047
1246,0.06849
1247,0.99346
1248,0.89961
1249,0.05057
1250,0.80125
1251,0.05755
1257,0.03886
1261,0.02491
1262,0.89703
1263,0.46344
1264,0.08292
1267,0.21948
1268,0.99077
1269,0.98651
1272,0.92391
1274,0.99355
1276,0.99878
1278,0.99374
1279,0.96066
1280,0.00249
1281,0.00113
1283,0.84724
1284,0.99246
1285,0.98725
1286,0.99933
1287,0.27847
1289,0.97318
1290,0.25021
1291,0.99771
1292,0.1753
1296,0.7516
1298,0.10496
1302,0.00258
1303,0.00775
1305,0.01072
1307,0.70797
1310,0.0106
1311,0.33001
1313,0.05898
1317,0.10288
1318,0.28818
1324,0.09837
1326,0.10404
1328,0.04415
1330,0.83173
1332,0.88636
1337,0.99725
1338,0.99313
1339,0.98506
1341,0.9645
1342,0.30932
1343,0.8404
1344,0.02271
1347,0.14149
1349,0.08293
1351,0.00865
1352,0.48512
1353,0.00201
1354,0.00033
1355,0.99851
1357,0.95403
1359,0.72552
1362,0.82406
1363,0.86497
1365,0.00113
1367,0.31673
1368,0.04237
1369,0.00305
1370,0.01575
1372,0.69702
1374,0.33635
1375,0.54466
1376,0.92462
1377,0.2399
1378,0.79508
1379,0.33487
1381,0.00293
1385,0.87637
1387,0.12567
1388,0.04436
1389,0.02057
1391,0.9845
1392,0.34635
1393,0.40603
1395,0.99145
1400,0.11796
1401,0.01965
1403,0.5984
1404,0.97478
1406,0.23063
1408,0.99988
1409,0.04317
1410,0.21641
1416,0.00122
1417,0.08129
1419,0.96262
1420,0.99756
1421,0.82486
1422,0.0016
1424,0.21354
1426,0.0523
1428,0.00464
1429,0.01903
1434,0.98618
1438,0.06582
1439,0.92218
1440,0.76955
1441,0.87452
1442,0.72993
1444,0.00719
1451,0.99927
1455,0.27059
1456,0.00293
1459,0.00539
1462,0.98796
1465,0.01591
1466,0.01941
1467,0.15321
1468,0.97712
1469,0.10619
1470,8e-05
1472,0.976
1473,0.96123
1474,0.98423
1476,0.94221
1477,0.06866
1478,0.6544
1479,0.33378
1480,0.9231
1481,0.98291
1482,0.88699
1483,0.17184
1484,0.57908
1485,0.23659
1486,0.00702
1487,0.01925
1490,0.93984
1491,0.67809
1492,0.02246
1494,0.90703
1495,0.75233
1496,0.17535
1498,0.00079
1501,0.94788
1504,0.99974
1505,0.97692
1509,0.99463
1512,0.00794
1513,0.91783
1514,0.02071
1515,0.97934
1520,0.86303
1521,0.73002
1523,0.81179
1524,0.29134
1526,0.02069
1527,0.99681
1528,0.69679
1529,0.01259
1530,0.05341
1531,0.01035
1534,0.78545
1538,0.01666
1539,0.97464
1540,0.99303
1541,0.12813
1542,0.11856
1544,0.99286
1545,0.42184
1547,0.66715
1550,0.67963
1555,0.99757
1556,0.9959
1564,0.00015
1569,0.98792
1572,0.03203
1574,0.00059
1575,0.04853
1576,0.02877
1577,0.64212
1578,0.00599
1580,0.23063
1581,0.07403
1583,0.98293
1588,0.92532
1591,0.76338
1597,0.99809
1599,0.93855
1600,0.00082
1603,0.0133
1604,0.79174
1606,0.01512
1608,0.62863
1610,0.98312
1615,0.74723
1616,0.00176
1618,0.07458
1622,0.92854
1623,0.95184
1624,0.99479
1625,0.30998
1627,0.01244
1628,0.19163
1629,0.23138
1630,0.9542
1632,0.00287
1634,0.14444
1640,0.76408
1644,0.01464
1646,0.03818
1647,0.91059
1648,0.99435
1649,0.28187
1651,0.88707
1652,0.9842
1654,0.99603
1655,0.99091
1658,0.95563
1664,0.54383
1667,0.64274
1669,0.7418
1671,0.00665
1672,0.01044
1673,0.01797
1675,0.01892
1676,0.01431
1679,0.83491
1683,0.00194
1686,0.99339
1687,0.06557
1688,0.00442
1691,0.01249
1693,0.94482
1696,0.40235
1700,0.00878
1701,0.00118
1705,0.00071
1706,0.83963
1709,0.26426
1711,0.9929
1714,0.98301
1716,0.03078
1719,0.10289
1721,0.00194
1722,0.98898
1723,0.71023
1726,0.99789
1727,0.9998
1731,0.02819
1732,0.35183
1735,0.00323
1738,0.79077
1739,0.46589
1746,0.01742
1749,0.99473
1750,0.83637
1751,0.38103
1752,0.13033
1755,0.10271
1757,0.9967
1758,0.01426
1759,0.99726
1760,0.97077
1761,0.80732
1762,0.03736
1763,0.85467
1765,0.78133
1767,0.00632
1770,0.01963
1772,0.96873
1774,0.2561
1776,0.00731
1777,0.75718
1780,0.9794
1781,0.30112
1784,0.9664
1785,0.08822
1787,0.02251
1789,0.00348
1791,0.99871
1793,0.00076
1794,0.00824
1795,0.86117
1799,0.58059
1800,0.02537
1804,0.99601
1806,0.41713
1808,0.06336
1809,0.4124
1814,2e-05
1819,0.06752
1822,0.37676
1823,0.01707
1825,0.04269
1827,0.00924
1829,0.99917
1830,0.28299
1832,0.10226
1835,0.67404
1837,0.93113
1840,0.02226
1841,0.97417
1842,0.03727
1843,0.9839
1844,0.00172
1850,0.02314
1852,0.00137
1853,0.98098
1856,0.32759
1858,0.85833
1859,0.00383
1861,0.73093
1863,0.00189
1865,0.38165
1869,0.98754
1872,3e-05
1873,0.98481
1876,0.04862
1877,0.08942
1879,0.95088
1880,0.14993
1881,0.63078
1882,0.01503
1883,0.91114
1884,0.9365
1885,0.9938
1886,0.9654
1889,0.23282
1892,0.95029
1894,0.08095
1896,0.97427
1899,0.78489
1900,0.38315
1905,0.00626
1908,0.01871
1909,0.7847
1911,0.85672
1915,0.16515
1918,0.0576
1919,0.00846
1923,0.05421
1925,0.98543
1928,0.08875
1929,0.36939
1931,0.00021
1932,0.00116
1933,0.72464
1934,0.00275
1935,0.93972
1937,0.00108
1941,0.02284
1942,0.07351
1943,0.00354
1945,0.19618
1946,0.00379
1949,0.61226
1951,0.98554
1953,0.56376
1955,0.02479
1958,0.49481
1959,0.75492
1960,0.30927
1961,0.001
1962,0.09037
1963,0.62472
1965,0.98797
1971,0.49081
1972,0.24965
1973,0.00862
1974,0.98219
1976,0.06243
1977,0.6208
1978,0.99823
1979,0.99122
1983,0.46836
1985,0.9894
1986,0.75306
1987,0.00037
1988,0.75784
1989,0.0036
1990,0.04522
1991,0.9999
1992,0.10202
1997,0.98744
1998,0.32901
2000,0.99562
2002,0.48178
2004,0.06447
2010,0.01242
2012,0.01274
2016,0.99641
2017,0.98729
2018,0.44183
2020,0.68897
2021,0.07985
2022,0.01692
2025,0.01986
2027,0.00016
2030,0.0134
2037,0.50352
2040,0.43881
2041,0.93436
2042,0.00353
2043,0.28866
2045,0.81645
2046,0.04083
2048,0.00822
2050,0.99426
2056,0.99051
2060,0.7348
2061,0.00761
2062,0.08028
2065,0.01088
2068,0.02687
2069,0.00655
2070,0.08125
2071,0.72318
2073,0.97947
2074,0.02705
2076,0.94842
2077,0.99762
2078,0.02589
2081,0.09454
2085,0.84898
2088,0.53613
2089,0.18528
2094,0.46575
2095,0.00184
2096,0.04404
2098,0.07319
2099,0.98059
2100,0.04677
2104,0.94707
2105,0.00225
2109,0.77662
2111,0.9745
2115,0.05715
2118,0.07832
2123,0.40394
2124,0.98877
2126,0.23418
2133,0.81885
2135,0.93946
2136,0.162
2137,0.88753
2139,0.99165
2142,0.87201
2145,0.03982
2146,0.58383
2147,0.75968
2149,0.92537
2155,0.98902
2156,0.3279
2159,0.98246
2167,0.56407
2168,0.00028
2169,0.97917
2170,0.02408
2171,0.97329
2172,0.61602
2173,0.99907
2174,0.86978
2178,0.98771
2180,0.03102
2183,0.58462
2185,0.05405
2186,0.00433
2188,0.99869
2189,0.99017
2191,0.62973
2194,0.02258
2195,0.06682
2196,0.005
2197,0.44432
2199,0.87392
2201,0.1432
2202,0.05081
2204,0.14764
2207,0.36094
2209,0.52165
2217,0.27992
2218,0.99868
2219,0.86911
2222,0.99984
2225,0.00103
2229,0.94623
2233,0.91013
2234,0.95789
2235,0.99633
2236,0.0
2237,0.99685
2238,0.0086
2239,0.03514
2240,0.55006
2241,0.03449
2243,0.98868
2244,0.00706
2245,0.99645
2248,0.56302
2250,0.4757
2252,0.07305
2253,0.00187
2255,0.05104
2256,0.9991
2258,0.0492
2259,0.93579
2260,0.93787
2262,0.05278
2266,0.99872
2272,0.99961
2273,0.53858
2274,0.00105
2275,0.24104
2278,0.85124
2279,0.98911
2284,0.18725
2285,0.22975
2288,0.00026
2289,0.80235
2290,0.87026
2291,0.81875
2292,0.98987
2293,0.14375
2294,0.93096
2295,0.19293
2296,0.0512
2304,0.94493
2305,0.13123
2307,0.11151
2308,0.26541
2309,0.99276
2310,0.01412
2316,0.8154
2318,0.02478
2321,0.02542
2322,0.66554
2323,0.89132
2325,0.99896
2329,0.00501
2332,0.98504
2333,0.00173
2334,0.96291
2335,0.01328
2336,0.98133
2337,0.87714
2339,0.1345
2342,0.99797
2343,0.96778
2345,0.44178
2346,0.99004
2347,0.94505
2349,0.78338
2350,0.95513
2352,0.05628
2353,0.21295
2354,0.005
2356,0.86892
2357,0.88503
2359,0.00041
2360,0.24769
2362,0.99531
2363,0.85936
2364,0.01081
2367,0.94319
2370,0.38043
2372,0.00071
2373,0.86483
2377,0.71922
2379,0.77263
2382,0.0604
2386,0.99939
2388,0.72766
2389,0.89573
2390,0.82357
2393,0.58118
2396,0.95745
2400,0.04779
2401,0.99792
2402,0.36672
2403,0.84719
2405,0.8998
2407,0.15626
2414,0.82673
2417,0.2058
2422,0.55162
2423,0.97578
2424,0.99418
2425,0.53888
2428,0.9752
2429,0.96772
2430,0.04209
2431,0.38908
2432,0.21215
2433,0.35639
2434,0.0036
2435,0.35409
2436,0.42301
2437,0.00601
2440,0.04373
2442,0.16618
2443,0.08581
2444,0.98542
2450,0.707
2454,0.73115
2457,0.95398
2460,1e-05
2463,0.81935
2465,0.25422
2468,0.01264
2469,0.90258
2470,0.15743
2471,0.06166
2472,0.17438
2473,0.01651
2475,0.21941
2478,0.91691
2479,0.0061
2481,0.74197
2483,0.04746
2484,0.19636
2488,0.92487
2491,0.7481
2494,0.00021
2496,0.96876
2498,0.96394
2499,0.10868
2501,0.95779
2504,0.71107
2506,0.766
2508,0.08
2509,0.2756
2511,0.03649
2512,0.94562
2514,0.95969
2516,0.99283
2517,0.89913
2519,0.9437
2520,0.90519
2521,9e-05
2522,0.95497
2524,0.95281
2525,0.19739
2527,0.95511
2528,0.00898
2529,0.98554
2532,0.4342
2533,0.12684
2534,0.9944
2536,0.92099
2537,0.54016
2538,0.02748
2539,0.01634
2541,0.00228
2544,0.44415
2545,0.11908
2547,0.99007
2548,0.99775
2550,0.75786
2553,0.00118
2558,0.99481
2559,0.00332
2561,0.98877
2563,0.99557
2568,0.52926
2569,0.00397
2572,0.00486
2573,0.02822
2575,0.97506
2576,0.99182
2581,0.898
2582,0.28487
2583,0.98626
2584,0.01677
2587,0.04947
2591,0.99494
2593,0.99961
2594,0.99781
2599,0.88053
2602,0.9928
2605,0.56113
2606,0.99901
2607,0.00012
2608,0.00071
2615,0.60826
2617,0.13113
2619,0.63826
2621,0.03556
2622,0.96138
2623,0.00113
2624,0.38657
2625,0.97018
2626,0.04329
2629,0.45283
2630,0.00321
2631,0.0841
2632,0.77815
2634,0.66371
2635,0.39362
2637,0.00657
2639,0.63466
2640,0.00043
2644,0.03252
2648,0.00517
2650,0.96256
2651,0.04213
2652,0.98008
2656,0.02012
2657,0.98895
2659,0.79939
2660,0.13791
2661,0.20296
2664,0.03169
2665,0.19706
2671,0.76356
2672,0.9999
2673,0.06613
2674,0.22348
2675,0.00158
2676,0.9997
2677,0.48225
2678,0.01953
2680,0.02022
2683,0.95506
2689,0.96628
2690,0.49461
2691,0.88685
2694,0.99995
2695,0.92415
2698,0.10081
2700,0.03821
2701,0.94882
2704,0.83933
2705,0.45098
2708,0.02753
2709,0.99433
2710,0.03804
2714,0.59389
2716,0.00054
2717,0.77325
2721,0.919
2722,0.85881
2724,0.96601
2726,0.85211
2729,0.90219
2730,0.97795
2733,0.00438
2734,0.12143
2737,0.71539
2739,0.97953
2740,0.94096
2741,0.09719
2744,0.36371
2745,0.99956
2747,0.00154
2751,0.98318
2753,0.99123
2756,0.00539
2759,0.9978
2763,0.24498
2764,0.02406
2770,0.96567
2772,0.10052
2774,0.00911
2776,0.99285
2777,0.98282
2778,0.91447
2779,0.04241
2780,0.28808
2781,0.22862
2784,0.99429
2785,0.0089
2786,5e-05
2791,0.99716
2800,0.88193
2801,0.06574
2802,0.32642
2803,0.00012
2804,0.91591
2807,0.98543
2810,0.01093
2812,0.97923
2813,0.71891
2815,0.99454
2816,0.18788
2817,0.07214
2819,0.95495
2822,0.06341
2824,0.00461
2833,0.99993
2835,0.30299
2837,0.91941
2842,0.9808
2843,0.05425
2846,0.06556
2847,0.91677
2848,0.00454
2852,0.04005
2855,0.4817
2863,0.48968
2867,0.99419
2868,0.9947
2869,0.00289
2870,0.89649
2875,0.30424
2876,0.01047
2877,0.97571
2880,0.03909
2883,0.00254
2884,0.99972
2886,0.95496
2887,0.7129
2891,0.78383
2892,0.98755
2893,0.54872
2894,6e-05
2895,0.79959
2896,0.98397
2900,0.86427
2902,0.69114
2904,0.60862
2905,0.82368
2907,0.96991
2908,0.00234
2909,0.79124
2910,0.95692
2911,0.03657
2912,0.98263
2914,0.06669
2915,0.65962
2916,0.08172
2917,0.02882
2919,0.00075
2924,0.78103
2927,0.04693
2929,0.93389
2930,0.26476
2931,0.99065
2936,0.00071
2939,0.99563
2945,0.02055
2946,0.06314
2948,0.93413
2951,0.2804
2954,0.61624
2955,0.56287
2956,0.99986
2959,0.00339
2962,0.09672
2964,0.98663
2965,0.66565
2967,0.07104
2968,0.86436
2974,0.6753
2977,0.93004
2978,0.00047
2980,0.01188
2981,0.99035
2983,0.85287
2984,0.99382
2986,0.91813
2987,0.97854
2989,0.06602
2990,0.99757
2991,0.98325
2993,0.89318
2995,0.99851
2997,0.19266
2999,0.79381
3000,0.80243
3001,0.12464
3003,0.96562
3005,0.94512
3007,0.64782
3008,0.95134
3009,0.00096
3013,0.96891
3014,0.22306
3018,0.03739
3021,0.04173
3022,0.21943
3025,0.95217
3027,0.09282
3028,0.77595
3029,0.78927
3030,0.62682
3033,0.97087
3035,0.91262
3036,0.00214
3037,0.0076
3038,1e-05
3040,0.98085
3041,0.82137
3046,0.73794
3052,0.04925
3053,0.4319
3054,0.86362
3055,8e-05
3056,0.05645
3058,0.99016
3059,0.96862
3060,0.92213
3061,0.22764
3062,0.00676
3066,0.67384
3067,0.03843
3068,0.54038
3072,0.44278
3073,0.99979
3077,0.98361
3079,0.03273
3080,0.00219
3081,9e-05
3085,0.44075
3092,0.16833
3093,0.00931
3095,0.99777
3096,0.66758
3097,0.84564
3099,0.07732
3100,0.0024
3101,0.07933
3102,0.01637
3105,0.01628
3106,0.93596
3107,0.82441
3108,0.02504
3109,0.99602
3110,0.00043
3115,0.0798
3116,0.02011
3117,0.84266
3118,0.96038
3121,0.55952
3125,0.4945
3126,0.96418
3130,0.01846
3131,0.47295
3132,0.79565
3133,0.98189
3136,0.99863
3139,0.99617
3147,0.9954
3148,0.99585
3150,0.99133
3153,0.4696
3154,0.13881
3157,0.8811
3161,0.91672
3162,9e-05
3163,0.97688
3164,0.16179
3166,0.00154
3169,0.15722
3171,0.71957
3177,0.24887
3181,0.9914
3183,0.06049
3188,0.00015
3189,0.96783
3195,0.22856
3196,0.06913
3197,0.92403
3199,0.96398
3200,0.99977
3202,0.98945
3208,0.27299
3210,0.0014
3211,0.00943
3214,0.30136
3215,0.03271
3217,0.03689
3219,0.94674
3221,0.01677
3224,0.92668
3225,0.96952
3228,0.09298
3230,0.07383
3231,0.97295
3240,0.00205
3242,0.00949
3247,0.90376
3248,0.75676
3252,0.07043
3255,0.98116
3257,0.00544
3258,0.04677
3259,0.12972
3263,0.99695
3265,0.95906
3266,0.84338
3270,0.3007
3271,0.00848
3275,0.01466
3276,0.99925
3277,0.13695
3278,0.31641
3282,0.97109
3284,0.0005
3288,0.04277
3289,0.00163
3290,0.98328
3291,0.78236
3292,0.00533
3293,0.16509
3294,0.10266
3295,0.00134
3297,0.00378
3298,0.63877
3299,0.01413
3300,0.83011
3302,0.46223
3303,0.96569
3305,0.04588
3306,0.19014
3307,0.0679
3308,0.05687
3309,0.99586
3311,0.98814
3312,0.99085
3317,0.92026
3318,0.83348
3322,0.87696
3323,0.94508
3325,0.37145
3326,0.00648
3328,0.19832
3330,0.00108
3333,0.01985
3336,0.99875
3337,0.00226
3341,0.8106
3343,0.9126
3346,0.98742
3348,0.00402
3350,0.00446
3352,0.04116
3353,0.9502
3358,0.64575
3359,0.98372
3362,0.98367
3364,0.7406
3366,0.88748
3367,0.43252
3369,0.62803
3370,0.00035
3371,0.99743
3372,3e-05
3373,0.00144
3374,0.64647
3381,0.00027
3382,0.97488
3383,0.35468
3384,0.0096
3386,0.00346
3388,0.31994
3389,0.00302
3393,0.07683
3398,0.73067
3403,0.98655
3404,0.98424
3405,0.32559
3406,0.05368
3408,0.8369
3409,0.85949
3410,0.02754
3413,0.95117
3414,0.96775
3416,0.15183
3419,0.84371
3420,0.0001
3422,0.95846
3424,0.32594
3425,0.20295
3426,0.43385
3428,0.1298
3430,0.9346
3431,0.81672
3432,0.00083
3433,0.54858
3434,0.0978
3435,0.01389
3436,0.38672
3440,0.41541
3441,0.96158
3442,0.22137
3443,0.92078
3446,0.41494
3448,0.00628
3452,0.97497
3455,0.02029
3456,0.00085
3457,0.00062
3458,0.00042
3460,0.01832
3462,0.01307
3464,0.90274
3466,0.00298
3470,0.01045
3472,0.00193
3473,0.11104
3474,0.97582
3477,0.5161
3478,0.99438
3479,0.08521
3480,0.77216
3486,0.44106
3491,0.024
3492,0.93649
3495,0.90743
3496,0.99258
3497,0.0241
3499,0.09993
3503,0.51099
3506,0.18635
3508,0.00017
3509,0.15623
3510,0.90314
3511,0.02939
3512,0.94565
3515,0.87488
3518,0.97385
3521,0.78342
3524,0.00276
3525,0.77999
3527,0.29479
3536,0.62702
3538,0.97732
3539,0.00482
3544,0.98362
3546,0.01378
3549,0.00254
3550,0.00443
3551,0.97925
3552,0.8623
3553,0.9988
3554,0.28142
3555,0.01389
3556,0.98866
3559,0.16797
3561,0.99625
3564,0.98978
3565,0.11897
3567,0.00107
3569,0.00154
3570,0.32735
3573,0.58767
3575,0.07834
3579,0.90192
3581,0.00056
3583,0.1461
3585,0.00085
3588,0.18752
3591,0.0657
3594,0.84936
3596,0.97739
3605,0.71702
3607,0.3137
3609,0.00099
3615,0.48104
3616,0.98873
3617,0.97422
3620,0.99092
3623,0.42303
3624,0.97211
3625,0.0218
3626,0.93625
3627,0.99117
3630,0.01775
3631,0.6905
3634,0.93342
3635,0.91133
3637,0.11123
3640,0.01851
3641,0.12704
3642,0.95925
3644,0.00487
3646,0.03954
3654,0.99545
3656,0.92343
3657,0.84595
3659,0.27868
3664,0.00355
3667,0.9785
3668,0.00323
3671,0.80472
3672,0.89572
3674,0.59424
3680,0.99738
3681,0.06751
3682,0.89216
3684,0.89979
3685,0.97372
3687,0.99671
3688,0.81408
3690,0.01243
3693,0.17442
3694,0.00396
3695,0.90683
3698,0.35408
3699,0.18909
3700,0.51805
3701,0.60212
3702,0.93966
3705,0.06053
3707,0.57694
3708,0.99798
3713,0.00372
3716,0.91092
3721,0.01636
3723,0.01842
3724,0.00363
3725,0.92683
3726,0.9958
3727,0.37711
3728,0.9172
3729,0.36617
