new_id,prob1
623,0.98403
625,0.03905
626,0.08663
627,0.10663
628,0.01527
629,0.0666
633,0.00207
638,0.98937
641,0.89388
642,0.90092
644,0.98905
646,0.99108
648,0.96411
649,0.9545
651,0.85759
655,0.99994
657,0.87796
658,0.1143
659,0.00148
663,0.41682
664,0.26137
667,0.0008
668,0.02822
672,0.64804
673,0.97428
674,0.40902
676,0.75628
677,0.18857
679,0.00238
680,0.9566
682,0.9987
683,0.08729
688,0.0009
690,0.99216
692,0.0691
694,0.54644
695,0.09743
699,0.80541
700,0.00176
702,0.845
705,0.76306
706,0.58234
708,0.05071
710,0.16194
712,0.56676
715,0.94172
717,0.01871
718,0.92431
720,0.00276
721,0.8463
723,0.08789
727,0.92088
730,0.98285
731,0.01879
732,0.99581
734,0.00655
736,0.19474
737,0.85162
738,0.67773
739,0.90486
740,0.82048
741,0.00138
743,0.35221
744,0.27229
745,0.83809
746,0.893
747,0.00241
748,0.64577
749,0.96348
751,0.00218
755,0.13924
756,0.00193
759,0.76425
761,7e-05
762,0.02571
763,0.00277
764,0.02293
766,0.15622
767,0.06371
768,0.79415
772,0.03368
775,0.7261
776,0.88025
777,0.836
778,0.0002
780,0.08588
781,0.01103
782,0.1357
784,0.97422
785,0.03254
786,0.36669
787,0.67444
789,0.82565
790,0.47175
792,0.00283
794,0.95353
797,0.00121
799,0.00196
802,0.74264
805,0.12928
806,0.97476
808,0.61769
809,0.97071
810,0.00498
814,0.00234
819,0.00016
820,0.14859
821,0.18527
822,0.00841
823,0.07537
828,0.99417
832,0.99621
834,0.91136
835,0.99894
843,0.32509
845,0.95914
847,0.21167
849,0.01351
850,0.47629
852,0.0318
853,0.10201
854,3e-05
855,0.01299
856,0.90669
857,0.00737
858,0.00388
859,0.94026
860,0.88162
861,0.50975
862,0.88568
864,0.92641
865,1.0
867,0.93556
869,0.99972
871,0.00043
872,0.86025
873,0.00383
876,0.99985
878,0.07108
881,0.93373
882,0.19456
883,0.97653
888,0.81639
894,0.01678
895,0.02204
897,0.01402
898,0.99843
906,0.80624
907,0.49905
910,0.53384
911,0.0666
913,0.01374
917,0.06728
919,0.99704
922,0.98785
923,0.01204
926,0.94095
928,4e-05
931,0.98152
938,0.93494
939,0.34069
940,0.31239
941,0.96531
942,0.82314
943,0.02114
948,0.98806
949,0.86012
950,0.99732
953,0.95913
955,0.1844
964,0.76656
965,0.98745
968,0.04165
969,0.26247
972,0.00261
973,0.35771
974,0.66491
975,0.98435
976,0.9094
979,0.09451
980,0.00334
981,0.6514
982,0.6489
984,0.98862
985,0.14075
990,0.17812
991,0.00994
998,0.98415
1007,0.00044
1008,0.32893
1010,0.13947
1015,0.00311
1016,0.96747
1018,0.974
1020,0.9234
1021,0.97798
1022,0.12295
1025,0.07724
1026,0.17155
1028,0.04048
1029,0.37557
1031,0.72911
1036,0.9875
1037,0.02317
1038,0.55179
1040,0.99853
1041,0.86562
1042,0.48685
1043,0.71011
1046,0.1846
1047,0.00916
1048,0.91309
1049,0.25529
1051,0.60101
1052,0.03122
1053,0.54498
1054,0.99025
1056,0.00809
1058,0.36496
1059,0.80795
1061,0.10549
1064,0.98793
1065,0.02276
1069,0.00268
1070,0.26258
1071,0.51657
1072,0.03967
1074,0.49287
1079,0.01971
1080,0.99417
1081,0.67392
1082,0.99261
1084,0.79343
1086,0.78748
1088,0.97625
1089,0.97828
1094,0.23103
1096,0.99566
1099,0.00361
1101,0.2248
1103,0.73695
1104,0.97118
1105,0.51769
1107,0.90023
1108,0.91
1109,0.02959
1110,0.88928
1112,0.9569
1113,0.00552
1114,0.71616
1115,0.06237
1116,0.0366
1118,0.63651
1119,0.58528
1120,0.9977
1122,0.87612
1123,0.01411
1124,0.04973
1125,0.72982
1128,0.83988
1131,0.96769
1132,0.35623
1134,0.99075
1137,0.04787
1138,0.04137
1140,0.9885
1141,0.81558
1144,0.19365
1145,0.77506
1146,0.97168
1147,0.03754
1154,0.99874
1156,0.23982
1157,0.99464
1158,0.99488
1164,0.99778
1165,0.00844
1166,0.05887
1169,0.97356
1170,0.3606
1173,0.78196
1174,0.02108
1176,0.11072
1180,0.747
1181,0.99878
1182,0.88781
1184,0.84274
1185,0.99241
1186,0.99444
1187,0.00625
1188,0.98986
1190,0.71178
1191,0.00704
1193,0.80114
1195,0.5875
1196,0.4979
1197,0.43118
1204,0.3476
1205,0.96743
1209,0.04309
1212,0.70133
1214,0.14265
1215,0.24441
1217,0.00294
1218,0.26942
1219,0.98924
1220,0.91084
1226,0.98022
1227,0.0017
1228,0.05097
1230,0.0142
1232,0.99337
1235,0.99998
1236,0.05436
1237,0.551
1240,0.97456
1242,0.06137
1245,0.07383
1246,0.04812
1247,0.99147
1248,0.91327
1249,0.04063
1252,0.10639
1256,0.01354
1257,0.02214
1258,0.24195
1260,0.96704
1261,0.02098
1262,0.94768
1263,0.75298
1266,0.03093
1267,0.20404
1268,0.99447
1269,0.93241
1271,0.29172
1272,0.65713
1274,0.99564
1275,0.70408
1277,0.02265
1278,0.99882
1279,0.93359
1280,0.00287
1281,0.0006
1284,0.99554
1285,0.99361
1288,0.99502
1289,0.9394
1290,0.40746
1292,0.17632
1303,0.00608
1306,0.98073
1307,0.73282
1309,0.13024
1311,0.20807
1312,8e-05
1313,0.23691
1317,0.11002
1318,0.39981
1319,0.01973
1320,0.66099
1321,0.98972
1322,0.04202
1324,0.04441
1325,0.00799
1328,0.01462
1329,0.02777
1330,0.74559
1332,0.89014
1344,0.01942
1345,0.82894
1347,0.06659
1348,0.99089
1349,0.10457
1350,0.9367
1351,0.02359
1352,0.80398
1354,0.00023
1355,0.9977
1356,0.82906
1359,0.77595
1363,0.84577
1364,0.9405
1365,0.00038
1368,0.02735
1369,0.0027
1370,0.00931
1373,0.96463
1375,0.57055
1377,0.2883
1380,0.03342
1383,0.98774
1385,0.91712
1386,0.93547
1388,0.01684
1389,0.06306
1390,0.25218
1391,0.9786
1392,0.21322
1393,0.47546
1394,0.87774
1395,0.99366
1396,0.96181
1397,0.03374
1398,0.51837
1400,0.08787
1404,0.98385
1405,0.85111
1407,0.0004
1409,0.04449
1411,0.97671
1412,0.36957
1413,0.15475
1415,0.94059
1416,0.00228
1418,0.01421
1419,0.90243
1422,0.00102
1423,0.00201
1424,0.256
1427,0.00821
1428,0.00576
1430,0.00666
1431,0.01928
1437,0.94618
1438,0.12709
1439,0.91164
1440,0.74309
1442,0.74156
1443,0.39808
1444,0.00636
1445,0.54819
1446,0.95033
1447,0.95329
1448,0.9897
1452,0.00129
1453,0.08101
1457,0.80675
1458,0.87394
1459,0.0048
1460,0.56905
1461,0.7441
1462,0.99085
1464,0.23721
1465,0.02858
1468,0.97274
1469,0.12271
1470,0.0001
1473,0.89803
1474,0.98471
1475,0.88365
1476,0.92574
1478,0.77622
1484,0.67544
1488,0.31323
1490,0.94658
1492,0.03645
1493,0.99818
1494,0.90879
1496,0.11179
1498,0.00091
1501,0.95235
1504,0.99948
1506,0.02383
1507,0.92685
1509,0.99068
1512,0.01603
1513,0.93386
1517,0.99646
1518,0.54508
1520,0.92812
1521,0.42388
1523,0.86513
1525,0.09352
1526,0.00731
1527,0.99102
1532,0.39272
1533,0.97556
1535,0.03238
1538,0.01294
1541,0.14004
1543,0.99181
1544,0.99068
1545,0.45411
1548,0.94035
1549,0.01946
1550,0.76926
1552,0.00639
1553,0.87787
1555,0.99416
1557,0.99948
1558,0.0053
1560,0.77119
1561,0.12499
1564,0.00039
1565,0.99244
1567,0.88105
1569,0.98039
1570,0.00374
1571,0.03367
1574,0.00052
1575,0.05462
1578,0.00899
1580,0.53537
1582,0.9961
1583,0.98881
1584,0.82102
1587,0.93956
1588,0.919
1592,0.94534
1598,0.01154
1600,0.00184
1604,0.82612
1605,0.17403
1606,0.02695
1609,0.05222
1610,0.97758
1612,0.00892
1615,0.79177
1617,0.98681
1621,0.37871
1622,0.93793
1623,0.96707
1624,0.9915
1626,0.58265
1629,0.26589
1631,0.01687
1632,0.00759
1633,0.60045
1634,0.30405
1637,0.22425
1640,0.73875
1641,2e-05
1643,0.0843
1647,0.94793
1649,0.14545
1650,0.7823
1651,0.963
1652,0.9966
1653,0.96874
1655,0.99688
1656,0.1663
1661,0.18305
1664,0.51054
1665,0.00242
1666,0.20428
1667,0.61982
1668,0.10742
1670,0.97261
1672,0.00932
1674,0.00083
1675,0.01679
1680,0.97396
1681,0.00203
1682,0.02322
1684,0.99422
1685,0.00048
1686,0.9971
1687,0.07829
1689,0.03472
1692,0.35758
1694,0.8874
1699,0.0062
1701,0.0024
1702,0.99504
1703,0.99947
1706,0.7904
1708,0.98214
1709,0.31722
1711,0.98489
1713,0.95239
1714,0.98489
1716,0.04622
1717,0.00676
1718,0.08423
1719,0.25743
1721,0.00081
1722,0.98438
1723,0.83531
1725,0.0449
1726,0.99625
1728,4e-05
1729,0.04595
1730,0.11338
1733,0.9748
1735,0.00703
1737,0.00705
1739,0.68935
1740,0.99971
1741,0.28499
1743,0.14132
1746,0.01544
1747,0.98455
1749,0.99313
1750,0.73444
1753,0.30077
1754,0.93731
1757,0.99768
1759,0.99837
1761,0.88221
1764,0.97723
1765,0.70609
1773,0.86623
1774,0.21602
1777,0.73756
1778,0.82859
1780,0.98055
1781,0.39915
1785,0.07151
1786,0.06449
1788,0.66882
1790,0.68465
1792,0.98703
1793,0.00136
1798,0.01548
1801,0.9984
1802,0.8705
1805,0.35745
1806,0.46102
1807,0.98358
1810,0.00046
1813,0.79822
1818,0.14327
1819,0.11851
1820,0.96123
1821,0.98958
1822,0.4053
1823,0.0113
1824,0.00915
1825,0.04808
1829,0.99916
1830,0.41245
1831,0.00165
1834,0.62763
1836,0.08175
1838,0.19992
1840,0.01766
1841,0.99089
1842,0.02124
1845,0.96837
1846,0.78871
1847,0.75798
1848,0.25237
1850,0.02077
1851,0.0507
1852,0.00066
1853,0.94713
1856,0.04604
1857,0.24733
1861,0.84271
1862,0.00015
1864,0.00154
1867,0.88983
1868,0.13357
1870,0.96678
1871,0.00629
1872,1e-05
1874,0.00182
1878,0.0281
1881,0.29251
1882,0.03309
1884,0.97584
1885,0.98627
1886,0.98684
1888,0.15051
1891,0.57431
1893,0.9767
1894,0.06182
1895,0.01445
1896,0.98008
1897,0.00459
1898,0.34946
1901,0.7313
1903,0.55332
1905,0.01028
1914,0.97972
1916,0.00282
1917,0.00023
1919,0.01157
1920,0.99061
1922,0.94969
1923,0.06279
1929,0.26057
1930,0.27487
1931,0.00017
1934,0.00899
1937,0.00147
1938,0.98188
1941,0.10391
1943,0.00273
1944,0.00024
1945,0.48133
1947,0.97676
1951,0.99203
1953,0.52721
1954,0.0007
1955,0.01334
1959,0.68431
1961,0.00099
1963,0.45142
1965,0.9884
1966,0.04554
1968,0.99849
1969,0.00016
1970,0.0346
1972,0.15761
1977,0.56693
1978,0.9991
1979,0.99049
1980,0.89435
1981,0.96942
1984,0.22845
1985,0.99606
1988,0.74557
1989,0.00114
1991,0.99965
1992,0.06586
1996,0.96396
1997,0.98324
2000,0.99521
2003,0.86631
2007,0.34601
2008,0.9647
2010,0.01275
2011,0.02123
2013,0.47878
2016,0.99838
2019,0.99559
2021,0.05222
2023,0.21635
2024,0.13734
2025,0.0091
2027,0.00047
2028,0.42381
2029,0.08465
2038,0.01537
2039,0.81264
2040,0.27429
2043,0.30433
2044,0.85571
2048,0.00881
2049,0.93703
2052,0.00315
2054,0.94612
2055,0.95294
2056,0.98936
2057,0.428
2058,0.95304
2059,0.95916
2061,0.00726
2063,0.2226
2065,0.00894
2067,0.5614
2072,0.15057
2074,0.10063
2075,0.00188
2076,0.93367
2081,0.12333
2082,0.00568
2084,0.88128
2085,0.81804
2086,0.00692
2090,0.0011
2092,0.00371
2095,0.00363
2099,0.97101
2103,0.90904
2104,0.97294
2105,0.00301
2106,0.01104
2108,0.99955
2112,0.2145
2115,0.1282
2116,0.77597
2118,0.07959
2122,0.82086
2123,0.52507
2125,0.9954
2126,0.17265
2128,0.20602
2130,0.91694
2132,0.04312
2133,0.72027
2135,0.93875
2136,0.17749
2137,0.68661
2144,0.17664
2145,0.03362
2146,0.62274
2147,0.56439
2149,0.93963
2151,0.99389
2152,0.01054
2155,0.9938
2156,0.33576
2157,0.99382
2159,0.97178
2161,0.99845
2162,0.98409
2164,0.95925
2165,0.05018
2168,0.00011
2170,0.01189
2171,0.93748
2172,0.57348
2173,0.9977
2174,0.89268
2175,0.99879
2178,0.97984
2179,0.02162
2184,0.99992
2186,0.01039
2188,0.99718
2189,0.99325
2191,0.62346
2195,0.05043
2201,0.09444
2204,0.35545
2208,0.9068
2210,0.84302
2212,0.06795
2214,0.12219
2216,0.00512
2217,0.16702
2222,0.99997
2224,0.04739
2230,0.59603
2232,0.11374
2233,0.91802
2235,0.99174
2236,1e-05
2237,0.99497
2238,0.02085
2241,0.01893
2242,0.11606
2243,0.99439
2245,0.9991
2247,0.9969
2249,0.30132
2253,0.00766
2258,0.04248
2259,0.93816
2261,0.99046
2262,0.07793
2263,0.00078
2266,0.99915
2267,0.99367
2268,0.00219
2269,0.99478
2270,0.1455
2274,0.00193
2275,0.48654
2277,0.81857
2279,0.99704
2280,0.03588
2282,0.88224
2283,0.19782
2285,0.37896
2287,0.25112
2289,0.89389
2291,0.82549
2292,0.99377
2295,0.13136
2296,0.0699
2297,0.99869
2299,0.79219
2301,0.04515
2306,0.70414
2309,0.95831
2310,0.0281
2315,0.00177
2316,0.63347
2321,0.01197
2322,0.67879
2324,0.44356
2327,0.3111
2328,0.2084
2331,0.98068
2338,0.4424
2340,0.32559
2341,0.0035
2342,0.99655
2345,0.54764
2353,0.11764
2357,0.78582
2360,0.1537
2362,0.99708
2366,0.00151
2367,0.97373
2371,0.5377
2372,0.00168
2376,0.00062
2377,0.48479
2378,0.41542
2379,0.88264
2383,0.03025
2384,0.00333
2385,0.68446
2386,0.99979
2389,0.95902
2391,0.15977
2392,0.96136
2393,0.77222
2395,0.23273
2396,0.94354
2397,0.96724
2400,0.05691
2402,0.49718
2403,0.81866
2405,0.81819
2406,0.96267
2407,0.0901
2408,0.08166
2409,0.9955
2410,0.96118
2412,0.98035
2415,0.98324
2416,0.97435
2421,0.99747
2425,0.55043
2426,0.95869
2427,0.02411
2430,0.05219
2431,0.47477
2435,0.47208
2437,0.01108
2438,0.00162
2439,0.47536
2443,0.09689
2444,0.98603
2445,0.26519
2446,0.84084
2449,0.68845
2450,0.61048
2453,0.62842
2454,0.54061
2455,0.99886
2459,0.00213
2461,0.17876
2464,0.08032
2468,0.03434
2470,0.13383
2475,0.13695
2476,0.00238
2477,0.92654
2479,0.00504
2482,0.00297
2485,0.64453
2486,0.98868
2487,0.02951
2488,0.96398
2489,0.98985
2490,0.00087
2491,0.35529
2492,0.37132
2493,0.95876
2494,0.00014
2496,0.98278
2497,0.97564
2498,0.96242
2499,0.15562
2501,0.98579
2504,0.43791
2507,0.62147
2508,0.03629
2510,0.41548
2511,0.02649
2512,0.98099
2513,0.93717
2514,0.98693
2516,0.99248
2517,0.81061
2520,0.89095
2522,0.96387
2524,0.85312
2527,0.97902
2528,0.01195
2529,0.98708
2531,0.18609
2535,0.80555
2536,0.95183
2542,0.9394
2543,0.91388
2547,0.97674
2548,0.99896
2549,0.00935
2552,0.97153
2553,0.0006
2554,0.61889
2560,0.21062
2563,0.98865
2565,0.96102
2566,0.9684
2567,0.0318
2570,0.78497
2574,0.99095
2575,0.9723
2576,0.99206
2579,0.05981
2581,0.88513
2583,0.97503
2584,0.0121
2585,0.68491
2587,0.05098
2588,0.00088
2589,0.24134
2590,0.98334
2592,0.76264
2596,0.07249
2597,0.76189
2598,0.17895
2600,0.91902
2603,0.02782
2604,0.01321
2607,0.00018
2608,0.00039
2611,0.23068
2615,0.54772
2619,0.47316
2621,0.02011
2622,0.93895
2623,0.00287
2624,0.35535
2626,0.03974
2627,0.01814
2628,0.78534
2630,0.00208
2632,0.72293
2634,0.62562
2639,0.62193
2641,0.57155
2642,0.08263
2652,0.99428
2656,0.03722
2658,0.12569
2659,0.64619
2660,0.23305
2661,0.11413
2662,0.98212
2664,0.03311
2665,0.09365
2666,0.08721
2672,0.99999
2675,0.00257
2676,0.99937
2677,0.39195
2678,0.02107
2679,0.27966
2682,0.9887
2687,0.72686
2688,0.00011
2689,0.94205
2690,0.55686
2691,0.95328
2693,0.04379
2694,0.99991
2697,0.02031
2698,0.0656
2700,0.03446
2703,0.77492
2704,0.78457
2707,0.00418
2708,0.00946
2709,0.98962
2710,0.08727
2712,0.02581
2714,0.70714
2715,0.88635
2716,0.00017
2718,0.03255
2724,0.98875
2726,0.88127
2731,0.00021
2733,0.00438
2736,0.0038
2737,0.47876
2738,0.05952
2739,0.99184
2740,0.98212
2741,0.07673
2744,0.16942
2748,0.00058
2749,0.97547
2750,0.02836
2751,0.97133
2752,0.02197
2754,0.34269
2755,0.64127
2757,0.98853
2758,0.00088
2759,0.99958
2762,0.39973
2763,0.14155
2764,0.01076
2765,0.99072
2766,0.93808
2767,0.78107
2768,4e-05
2771,0.60308
2772,0.14205
2775,0.86939
2777,0.98071
2781,0.35711
2783,0.15302
2786,0.00016
2787,0.04768
2789,0.21371
2793,0.89594
2794,0.99684
2796,0.76669
2797,0.13359
2798,0.00432
2799,0.75679
2800,0.87088
2801,0.03934
2802,0.56119
2804,0.94366
2806,0.96479
2807,0.99313
2810,0.02158
2811,0.28163
2812,0.97186
2813,0.82368
2814,0.94452
2818,0.00205
2819,0.92513
2820,0.0007
2821,0.95126
2823,0.94646
2825,0.99721
2827,0.25408
2828,0.95377
2829,0.91978
2831,0.0159
2835,0.32672
2836,0.40212
2837,0.93067
2839,0.10195
2840,0.00488
2841,0.99815
2842,0.98756
2843,0.09381
2844,0.91258
2847,0.84871
2848,0.00871
2849,0.98105
2850,0.83817
2851,0.87129
2852,0.02163
2855,0.20721
2860,0.53803
2861,0.26452
2865,0.46329
2866,0.94888
2867,0.99784
2868,0.99688
2869,0.00254
2872,0.0025
2873,0.83506
2875,0.31107
2878,0.96452
2880,0.04289
2881,0.94808
2884,0.99984
2889,0.01774
2899,0.98703
2901,0.06636
2903,0.46769
2904,0.34022
2905,0.82707
2907,0.94724
2913,0.99344
2916,0.07642
2924,0.70344
2925,0.03262
2926,0.95057
2929,0.93664
2930,0.37476
2931,0.99592
2932,0.99879
2936,0.00083
2939,0.99443
2941,0.03554
2943,0.90068
2944,0.12521
2946,0.0498
2947,0.00861
2954,0.60808
2955,0.57716
2956,0.99992
2957,0.96791
2959,0.01082
2961,0.99801
2965,0.67912
2966,0.35786
2975,0.00012
2976,0.05461
2978,0.00011
2980,0.03502
2982,7e-05
2985,0.04981
2988,0.52339
2989,0.09011
2990,0.99312
2992,0.78095
2993,0.95737
2996,0.44832
2998,0.00998
3003,0.95959
3005,0.92941
3006,0.00118
3007,0.58473
3008,0.94866
3009,0.00051
3013,0.95708
3015,0.04674
3018,0.04171
3019,0.09795
3020,2e-05
3022,0.22861
3027,0.37104
3029,0.84272
3030,0.6665
3035,0.95407
3037,0.00439
3039,0.98213
3040,0.96223
3041,0.85617
3044,0.01062
3046,0.62413
3048,0.97047
3055,0.0001
3059,0.97694
3060,0.93834
3062,0.01544
3067,0.05271
3068,0.65286
3071,0.9965
3072,0.50683
3073,0.99965
3074,0.9981
3075,0.98806
3077,0.97353
3079,0.04355
3080,0.00132
3082,0.92447
3085,0.26783
3092,0.17472
3093,0.00661
3094,0.03703
3097,0.84969
3098,0.5545
3101,0.0464
3103,0.99054
3104,0.92527
3105,0.00986
3109,0.99023
3110,0.00126
3111,0.97907
3113,0.88914
3115,0.15868
3117,0.86114
3118,0.95157
3124,0.99542
3125,0.51072
3127,0.4517
3128,0.09188
3132,0.64008
3133,0.98424
3134,0.05065
3135,0.93347
3136,0.99923
3141,0.04511
3143,0.61106
3144,0.30771
3145,0.37927
3148,0.99825
3153,0.33469
3154,0.18332
3155,0.60904
3156,0.03204
3158,0.92666
3159,0.53576
3163,0.96488
3165,0.24796
3167,0.99477
3172,0.18143
3173,0.01266
3174,0.99923
3175,0.43205
3176,0.88914
3177,0.44178
3180,0.02207
3181,0.99029
3182,0.00195
3186,0.88384
3188,0.00021
3189,0.96176
3190,0.03969
3191,0.63524
3192,0.00012
3194,0.00919
3196,0.11869
3197,0.86593
3199,0.91113
3205,0.43242
3207,0.91395
3208,0.14778
3210,0.00234
3213,0.04869
3214,0.33749
3215,0.01858
3218,0.99202
3219,0.93289
3222,0.38682
3226,0.51035
3227,0.5022
3228,0.03859
3229,0.81707
3230,0.11286
3233,0.02066
3238,0.96234
3239,0.98547
3240,0.00284
3249,0.98885
3254,0.46835
3255,0.98037
3257,0.02044
3258,0.13651
3260,0.06462
3261,0.0001
3263,0.99514
3266,0.81249
3268,0.82182
3269,0.98349
3272,0.87682
3273,0.75925
3274,0.08861
3275,0.00293
3276,0.99979
3278,0.38876
3285,0.00454
3286,0.00053
3287,0.76822
3289,0.00248
3294,0.14683
3295,0.00094
3297,0.0016
3299,0.01806
3300,0.90435
3304,0.00018
3305,0.01707
3306,0.10263
3307,0.04853
3308,0.06875
3311,0.96945
3312,0.9961
3313,0.28517
3314,0.98469
3315,0.92254
3317,0.9046
3319,0.99322
3322,0.94051
3323,0.87735
3324,0.93014
3325,0.20796
3328,0.09439
3329,0.96911
3332,0.09849
3335,0.0035
3338,0.99042
3339,0.89399
3346,0.99373
3347,0.00011
3349,0.98821
3351,0.84848
3352,0.04297
3354,0.81886
3356,0.98549
3357,0.1426
3359,0.99155
3360,0.00124
3361,0.71893
3364,0.70118
3367,0.50263
3368,0.00017
3370,0.00059
3373,0.00808
3375,0.00181
3381,0.00194
3383,0.50942
3386,0.00349
3388,0.50775
3390,0.97042
3393,0.10378
3394,0.44899
3395,0.49239
3398,0.77472
3399,0.09551
3402,0.89032
3405,0.24207
3406,0.05547
3408,0.91095
3412,0.69078
3416,0.22297
3417,0.01769
3418,0.82564
3419,0.88621
3420,0.00019
3421,0.55153
3422,0.89121
3423,0.21625
3427,0.01846
3429,0.99722
3431,0.80148
3433,0.34844
3434,0.06249
3436,0.59503
3439,0.98185
3446,0.43846
3450,0.99941
3451,0.00911
3455,0.02157
3460,0.0445
3462,0.01155
3463,0.13686
3465,0.96933
3466,0.00577
3467,0.85677
3470,0.00848
3473,0.09055
3476,0.80161
3477,0.51672
3478,0.99241
3482,0.03401
3487,0.86903
3488,0.10978
3489,0.99985
3490,0.08839
3492,0.92345
3496,0.99359
3497,0.01844
3498,0.07712
3499,0.02953
3500,0.99974
3501,0.93602
3502,0.89434
3506,0.2699
3510,0.84379
3511,0.07277
3513,0.87962
3518,0.97102
3520,0.05526
3521,0.88119
3523,0.95148
3526,0.80324
3528,0.43641
3533,0.01617
3538,0.97941
3540,0.62797
3545,0.02595
3546,0.05726
3548,0.29193
3549,0.00061
3552,0.94023
3553,0.99842
3554,0.33765
3555,0.03562
3557,0.00305
3558,0.96445
3560,0.02531
3563,0.21877
3566,0.0521
3567,0.00038
3569,0.00129
3570,0.34618
3574,0.98166
3576,0.00016
3578,0.71432
3580,0.03533
3582,0.46034
3583,0.10799
3584,0.28309
3585,0.00207
3587,0.82661
3589,0.02259
3590,0.96203
3591,0.09972
3594,0.91985
3599,0.99874
3600,0.00424
3604,0.92109
3605,0.84325
3606,0.98057
3608,0.94628
3609,0.00114
3612,0.59869
3614,0.74609
3615,0.56258
3616,0.98869
3617,0.96056
3619,1e-05
3620,0.99588
3621,0.93175
3623,0.62482
3625,0.03916
3629,0.87887
3630,0.0205
3633,0.01945
3635,0.83019
3637,0.13197
3638,0.11058
3640,0.04244
3641,0.13136
3649,0.00521
3651,0.00056
3652,0.90639
3655,0.95573
